id,entity_name,entity_description,entity_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
2276,Substance,The substance used non-directly by the respondent.,"[-0.02615781  0.02583181 -0.04094492 ... -0.01176189 -0.05977437
  0.03437287]","[-0.01326234  0.02906013 -0.03948055 ... -0.03513407 -0.03842179
  0.04363199]","[-0.02615781  0.02583181 -0.04094492 ... -0.03513407 -0.03842179
  0.04363199]",0,31,DBSCAN_0_AGG_31
2277,SubstanceUseReason,The reason the respondent last used a tranquilizer not directed by a doctor.,"[-0.03674786  0.0119407  -0.02772565 ...  0.00634693 -0.07650835
  0.02711371]","[ 0.00111401  0.05008296 -0.03383668 ... -0.01648004 -0.00647222
  0.01198748]","[-0.03674786  0.0119407  -0.02772565 ... -0.01648004 -0.00647222
  0.01198748]",0,4,DBSCAN_0_AGG_4
2278,Substance,The specific tranquilizer last used by the respondent in an unauthorized manner.,"[-0.02615781  0.02583181 -0.04094492 ... -0.01176189 -0.05977437
  0.03437287]","[ 0.01553185  0.04563012 -0.0373389  ... -0.02081324  0.00896559
  0.01713614]","[-0.02615781  0.02583181 -0.04094492 ... -0.02081324  0.00896559
  0.01713614]",0,31,DBSCAN_0_AGG_31
2279,SubstanceUse,Usage of tranquilizers not directed by a doctor.,"[-0.05152125  0.01472578 -0.01722438 ... -0.01237148 -0.09149882
  0.04012946]","[-0.00329356  0.06882542 -0.02662793 ... -0.02376686 -0.01220946
  0.02258251]","[-0.05152125  0.01472578 -0.01722438 ... -0.02376686 -0.01220946
  0.02258251]",0,31,DBSCAN_0_AGG_31
2280,ReasonForUse,Reasons for using the substance the last time.,"[-0.00360519  0.00562277  0.00203102 ... -0.00292302 -0.06112287
  0.00614784]","[-0.02257711  0.00793126  0.0057279  ... -0.02361399 -0.03923401
  0.02520275]","[-0.00360519  0.00562277  0.00203102 ... -0.02361399 -0.03923401
  0.02520275]",0,4,DBSCAN_0_AGG_4
2281,Substance,The specific tranquilizer drug used the last time.,"[-0.02615781  0.02583181 -0.04094492 ... -0.01176189 -0.05977437
  0.03437287]","[-0.01781942  0.00535012 -0.03240154 ... -0.0206413   0.01248362
  0.01257673]","[-0.02615781  0.02583181 -0.04094492 ... -0.0206413   0.01248362
  0.01257673]",0,31,DBSCAN_0_AGG_31
2282,TranquilizerUsageReason,Reason for using tranquilizers the last time,"[-0.01045493  0.02816073 -0.02585033 ...  0.01490862  0.00018833
 -0.00235944]","[-0.00323823  0.02180494 -0.01599029 ... -0.0093876   0.00925754
 -0.0115681 ]","[-0.01045493  0.02816073 -0.02585033 ... -0.0093876   0.00925754
 -0.0115681 ]",0,38,DBSCAN_0_AGG_38
2283,OtherReasonTyped,"Other reason for using tranquilizers, specified by the respondent","[-0.0230078   0.01386548  0.00458675 ... -0.00363394 -0.05543073
  0.02169842]","[-1.79012027e-02  4.20181006e-02 -9.51292750e-04 ... -8.32126196e-03
  2.42952356e-05  2.16772384e-03]","[-2.30078045e-02  1.38654755e-02  4.58675250e-03 ... -8.32126196e-03
  2.42952356e-05  2.16772384e-03]",0,4,DBSCAN_0_AGG_4
2284,Substance,Specific tranquilizer used the last time,"[-0.02615781  0.02583181 -0.04094492 ... -0.01176189 -0.05977437
  0.03437287]","[-0.00580858  0.02323431 -0.03544112 ... -0.00562861  0.02101349
  0.00211169]","[-0.02615781  0.02583181 -0.04094492 ... -0.00562861  0.02101349
  0.00211169]",0,31,DBSCAN_0_AGG_31
2285,RespondentAction,Action taken by the respondent to type in another reason,"[-0.01774045  0.03981304 -0.02054719 ... -0.00301839  0.01092189
  0.00453426]","[ 4.77325695e-04  2.64942367e-02  2.81191748e-02 ... -8.11695494e-03
  1.17578329e-05  6.36434276e-03]","[-1.77404471e-02  3.98130417e-02 -2.05471907e-02 ... -8.11695494e-03
  1.17578329e-05  6.36434276e-03]",-1,17,DBSCAN_-1_AGG_17
2286,MainReasonUsedLastTranquilizer,The main reason a respondent used tranquilizers during their last instance of usage.,"[-0.02468968  0.04561339 -0.02786815 ... -0.00160336 -0.00439865
 -0.00421412]","[-0.01641301  0.01563289 -0.00927725 ... -0.00850478  0.00457744
  0.00991205]","[-0.02468968  0.04561339 -0.02786815 ... -0.00850478  0.00457744
  0.00991205]",0,38,DBSCAN_0_AGG_38
2287,LastTranquilizerUsed,The specific tranquilizer used by the respondent in their most recent instance of use.,"[-0.02591553  0.02954869 -0.03225891 ... -0.00422281  0.01078959
  0.00339143]","[-0.01322312  0.01870623 -0.02621476 ... -0.02070272  0.00868038
  0.01367884]","[-0.02591553  0.02954869 -0.03225891 ... -0.02070272  0.00868038
  0.01367884]",0,38,DBSCAN_0_AGG_38
2288,Respondent,Individual providing responses to the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.00155996 -0.01024688  0.05367343 ... -0.04249502 -0.0119535
  0.00828425]","[-0.00286051  0.01264529 -0.00938681 ... -0.04249502 -0.0119535
  0.00828425]",0,17,DBSCAN_0_AGG_17
2289,TranquilizerMisuse,The variable indicates whether the respondent reported that the only way they misused tranquilizers in the past year was without a prescription.,"[-0.00045398  0.04074558 -0.02906902 ...  0.00011428 -0.00821391
  0.01223807]","[-0.00108387  0.03526638 -0.00578871 ... -0.03446172 -0.01353358
  0.0243757 ]","[-0.00045398  0.04074558 -0.02906902 ... -0.03446172 -0.01353358
  0.0243757 ]",0,38,DBSCAN_0_AGG_38
2290,Prescription,Indicates that the last tranquilizer misused by the respondent was obtained through a prescription.,"[ 0.02486669 -0.02152463 -0.04045806 ...  0.00615042 -0.00774416
  0.01252904]","[ 0.00694208  0.03139415 -0.02929027 ... -0.00427119 -0.01654758
  0.02548537]","[ 0.02486669 -0.02152463 -0.04045806 ... -0.00427119 -0.01654758
  0.02548537]",0,38,DBSCAN_0_AGG_38
2291,Doctor,Refers to the source from which the respondent obtained the prescription for the tranquilizer. This could be from one doctor or more than one doctor.,"[-0.01291415 -0.01467306 -0.0191475  ... -0.00384377  0.00908773
  0.03237023]","[-0.01590386 -0.00403484  0.00721769 ... -0.02805342 -0.01555752
  0.02105738]","[-0.01291415 -0.01467306 -0.0191475  ... -0.02805342 -0.01555752
  0.02105738]",0,21,DBSCAN_0_AGG_21
2292,Benzodiazepine Tranquilizers,Any Benzodiazepine Tranquilizers misuse in the past year.,"[ 0.00591831  0.05818218 -0.04116705 ... -0.00107568  0.01334883
 -0.00012443]","[ 0.00353744  0.07039607 -0.00275679 ... -0.02539903  0.0042593
  0.00808091]","[ 0.00591831  0.05818218 -0.04116705 ... -0.02539903  0.0042593
  0.00808091]",0,38,DBSCAN_0_AGG_38
2293,Misuse,Any inappropriate use of Benzodiazepine Tranquilizers.,"[ 0.03872379  0.02186843  0.0315794  ... -0.01325314 -0.0327201
  0.03437111]","[ 0.03428584  0.04803239 -0.00838352 ... -0.01208193 -0.00128371
  0.02608355]","[ 0.03872379  0.02186843  0.0315794  ... -0.01208193 -0.00128371
  0.02608355]",0,8,DBSCAN_0_AGG_8
2294,Respondent,Individual who provided information on past year misuse of Benzodiazepine Tranquilizers.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.01320985  0.01425253  0.00202264 ... -0.03327158  0.00756921
  0.01836052]","[-0.00286051  0.01264529 -0.00938681 ... -0.03327158  0.00756921
  0.01836052]",0,17,DBSCAN_0_AGG_17
2295,StimulantUse,Use of any prescription stimulant at any time in the respondent's lifetime.,"[ 0.02601551 -0.02505091 -0.01880258 ... -0.00173395 -0.05396023
  0.00299819]","[ 0.01700481  0.01527799  0.01741456 ... -0.02149747 -0.00454023
  0.0265316 ]","[ 0.02601551 -0.02505091 -0.01880258 ... -0.02149747 -0.00454023
  0.0265316 ]",0,12,DBSCAN_0_AGG_12
2296,OverTheCounterStimulant,"""Over-the-counter"" stimulants such as Dexatrim, No-Doz, Hydroxycut, or 5-Hour Energy, which are excluded from the question.","[ 0.01089412 -0.0228769  -0.05467192 ... -0.00213446 -0.03952007
  0.02424892]","[ 0.00608758  0.04214423 -0.04031187 ... -0.01082236  0.01005649
  0.04025461]","[ 0.01089412 -0.0228769  -0.05467192 ... -0.01082236  0.01005649
  0.04025461]",0,12,DBSCAN_0_AGG_12
2297,PrescriptionStimulant,Prescription stimulants being inquired about in the survey question.,"[ 0.01320564 -0.0253892  -0.05934023 ... -0.01204284 -0.04396451
  0.03516568]","[ 0.00759049 -0.00422606 -0.00904891 ... -0.0345246  -0.01250286
  0.03073495]","[ 0.01320564 -0.0253892  -0.05934023 ... -0.0345246  -0.01250286
  0.03073495]",0,12,DBSCAN_0_AGG_12
2298,StimulantUse,Recode of the most recent any stimulant use based on responses from past 12 months and lifetime use.,"[ 0.02601551 -0.02505091 -0.01880258 ... -0.00173395 -0.05396023
  0.00299819]","[ 0.00715566 -0.00581307  0.00748224 ... -0.0141807  -0.0330641
  0.01160437]","[ 0.02601551 -0.02505091 -0.01880258 ... -0.0141807  -0.0330641
  0.01160437]",0,12,DBSCAN_0_AGG_12
2299,StimulantUsePast12Months,Any stimulant use in the past 12 months.,"[ 0.03440192 -0.01705419  0.0042929  ... -0.00694203 -0.03202431
  0.01321627]","[ 0.00947662  0.0042737   0.00137432 ... -0.03101182 -0.02547906
  0.02762123]","[ 0.03440192 -0.01705419  0.0042929  ... -0.03101182 -0.02547906
  0.02762123]",0,12,DBSCAN_0_AGG_12
2300,LifetimeStimulantUse,Lifetime stimulant use for specific stimulants.,"[ 0.01687041 -0.00773227  0.00688955 ... -0.00171839 -0.05096271
  0.03291009]","[ 0.01836717 -0.00234399 -0.00796528 ... -0.02187246 -0.03140515
  0.02832733]","[ 0.01687041 -0.00773227  0.00688955 ... -0.02187246 -0.03140515
  0.02832733]",0,12,DBSCAN_0_AGG_12
2301,PrescriptionStimulantUse,Use of prescription stimulants in any way other than directed by a doctor.,"[ 0.02281822 -0.02196534 -0.02741179 ... -0.01508247 -0.04611525
  0.0310627 ]","[ 0.0147213  -0.00654901 -0.0044854  ... -0.03438476 -0.0301261
  0.05381162]","[ 0.02281822 -0.02196534 -0.02741179 ... -0.03438476 -0.0301261
  0.05381162]",0,12,DBSCAN_0_AGG_12
2302,NonMedicalUse,"Use of prescription stimulants without a prescription, in greater amounts, more often, or longer than directed, or in any other unauthorized way.","[-0.00762493  0.00724558  0.01477947 ...  0.00705591 -0.05720596
  0.04558268]","[ 0.02065488 -0.00389065  0.02225271 ... -0.04762314 -0.03954305
  0.06089942]","[-0.00762493  0.00724558  0.01477947 ... -0.04762314 -0.03954305
  0.06089942]",0,38,DBSCAN_0_AGG_38
2303,SubstanceAbuse,Substance abuse related to misuse of prescription stimulants.,"[-0.03679645  0.02035103  0.00564919 ...  0.00147245 -0.06628383
  0.05710564]","[-0.00909611  0.00591097  0.01284863 ... -0.01236831 -0.05739857
  0.04467001]","[-0.03679645  0.02035103  0.00564919 ... -0.01236831 -0.05739857
  0.04467001]",0,31,DBSCAN_0_AGG_31
2304,StimulantMisuseRecord,Most recent stimulant misuse record recoded variable.,"[ 0.02361265  0.00618105  0.00086135 ... -0.01551646 -0.0562678
  0.02356759]","[ 0.00995879  0.03138529  0.01060207 ... -0.03244947 -0.04224943
  0.02015584]","[ 0.02361265  0.00618105  0.00086135 ... -0.03244947 -0.04224943
  0.02015584]",0,12,DBSCAN_0_AGG_12
2305,LifetimeStimulantMisuse,Lifetime stimulant misuse variable from which the recoded variable was derived.,"[ 0.02476913 -0.00252781  0.01413739 ...  0.00114622 -0.0557229
  0.04564991]","[ 0.01972176  0.02787926  0.01525233 ... -0.02384739 -0.02789489
  0.02394116]","[ 0.02476913 -0.00252781  0.01413739 ... -0.02384739 -0.02789489
  0.02394116]",0,12,DBSCAN_0_AGG_12
2306,12MonthStimulantMisuse,12-month stimulant misuse variables from which the recoded variable was derived.,"[ 0.02588191  0.0093341   0.02685831 ...  0.00538478 -0.05077284
  0.04112542]","[ 0.00569831  0.01929205  0.01087924 ... -0.01919282 -0.03030595
  0.01028389]","[ 0.02588191  0.0093341   0.02685831 ... -0.01919282 -0.03030595
  0.01028389]",0,12,DBSCAN_0_AGG_12
2307,30DayStimulantMisuse,30-day stimulant misuse variable from which the recoded variable was derived.,"[ 0.00965779  0.02037989  0.00721997 ... -0.01641034 -0.04582239
  0.03604234]","[-0.00158336  0.0353755   0.01026406 ... -0.02252211 -0.03821587
  0.01278166]","[ 0.00965779  0.02037989  0.00721997 ... -0.02252211 -0.03821587
  0.01278166]",0,12,DBSCAN_0_AGG_12
2308,AgeFirstMisused,The age at which respondent first misused stimulants in the past year.,"[ 0.04846982  0.01085487  0.03367466 ...  0.00056933 -0.0102617
  0.0300479 ]","[ 0.0108489   0.00089688  0.01334274 ... -0.03699899 -0.03079961
  0.03795707]","[ 0.04846982  0.01085487  0.03367466 ... -0.03699899 -0.03079961
  0.03795707]",0,8,DBSCAN_0_AGG_8
2309,Respondent,Individual providing information about stimulant misuse.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.01336421 -0.0098948   0.01884058 ... -0.03217367 -0.05722184
  0.03226702]","[-0.00286051  0.01264529 -0.00938681 ... -0.03217367 -0.05722184
  0.03226702]",0,17,DBSCAN_0_AGG_17
2310,MisuseStimulants,Category of drug misuse regarding stimulants.,"[ 0.01708469  0.00454797 -0.03058145 ... -0.03545878 -0.05653784
  0.03932701]","[ 0.00367637  0.00642194 -0.01222542 ... -0.00203028 -0.04860181
  0.03950614]","[ 0.01708469  0.00454797 -0.03058145 ... -0.00203028 -0.04860181
  0.03950614]",0,12,DBSCAN_0_AGG_12
2311,PastYear,Time period referring to the past 12 months.,"[-0.0419371  -0.02068234 -0.00164758 ... -0.02267074  0.01412967
  0.01818178]","[-0.01655872  0.01904875  0.03244513 ... -0.01965881  0.04103575
 -0.0073207 ]","[-0.0419371  -0.02068234 -0.00164758 ... -0.01965881  0.04103575
 -0.0073207 ]",0,23,DBSCAN_0_AGG_23
2312,SubstanceMisuseInitiate,Respondents who initiated misuse of stimulants in the 12 months prior to being interviewed.,"[-0.03186007  0.04098772 -0.01001834 ... -0.00996317 -0.08828124
  0.02195996]","[ 0.01036218  0.03367006  0.0224233  ... -0.02954204 -0.03611317
  0.0049459 ]","[-0.03186007  0.04098772 -0.01001834 ... -0.02954204 -0.03611317
  0.0049459 ]",0,8,DBSCAN_0_AGG_8
2313,YearOfFirstMisuse,The year in which the respondent first misused stimulants.,"[-0.01834164 -0.00757669 -0.00861654 ...  0.01914786 -0.03512579
  0.03424627]","[ 0.00258852 -0.00532699  0.01589475 ... -0.02855057 -0.02568652
  0.03130966]","[-0.01834164 -0.00757669 -0.00861654 ... -0.02855057 -0.02568652
  0.03130966]",0,8,DBSCAN_0_AGG_8
2314,AgeOfFirstMisuse,The age at which the respondent first misused stimulants.,"[ 0.02207718 -0.00150304  0.01032478 ...  0.00521338 -0.03444992
  0.04238683]","[ 0.02943322 -0.00420318  0.01938357 ... -0.02264094 -0.03029504
  0.03158046]","[ 0.02207718 -0.00150304  0.01032478 ... -0.02264094 -0.03029504
  0.03158046]",0,8,DBSCAN_0_AGG_8
2315,STMNMMFU,Month of first misuse of stimulants in the past year,"[ 0.0032704   0.00427635 -0.00103056 ...  0.00175078  0.01170325
  0.019982  ]","[-0.0082322   0.01432984  0.01556161 ... -0.03357146 -0.03782527
  0.04241572]","[ 0.0032704   0.00427635 -0.00103056 ... -0.03357146 -0.03782527
  0.04241572]",20,2,DBSCAN_20_AGG_2
2316,STMNMYFU,Year of first misuse of stimulants in the past year,"[ 0.00223108 -0.02272081 -0.02229091 ...  0.01232369  0.00592699
  0.02256159]","[-0.00925972 -0.00317857  0.02643488 ... -0.03074557 -0.03421514
  0.03953216]","[ 0.00223108 -0.02272081 -0.02229091 ... -0.03074557 -0.03421514
  0.03953216]",20,2,DBSCAN_20_AGG_2
2317,Respondent,Individuals who initiated misuse of stimulants in the past 12 months,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.01702851  0.00350391  0.04842483 ... -0.03421354 -0.04717273
  0.0201431 ]","[-0.00286051  0.01264529 -0.00938681 ... -0.03421354 -0.04717273
  0.0201431 ]",0,17,DBSCAN_0_AGG_17
2318,SubstanceUse,Use of stimulant not directed by a doctor in the past 30 days.,"[-0.05152125  0.01472578 -0.01722438 ... -0.01237148 -0.09149882
  0.04012946]","[ 0.007912    0.03175933 -0.01436267 ... -0.03020058 -0.03693657
  0.0339861 ]","[-0.05152125  0.01472578 -0.01722438 ... -0.03020058 -0.03693657
  0.0339861 ]",0,31,DBSCAN_0_AGG_31
2319,TimePeriod,"The timeframe considered for the substance use question, specifically past 30 days.","[-0.06603158 -0.01852301  0.06213481 ... -0.00373663  0.00114601
  0.01960396]","[-0.0043162   0.0055417  -0.01249744 ... -0.02208599 -0.02099516
  0.0435525 ]","[-0.06603158 -0.01852301  0.06213481 ... -0.02208599 -0.02099516
  0.0435525 ]",0,23,DBSCAN_0_AGG_23
2320,Stimulant,The specific substance (stimulant) in question for its non-prescribed use.,"[ 0.00723239 -0.01229644 -0.0760293  ... -0.01099268 -0.04778593
  0.01206313]","[-0.0105093  -0.00536056 -0.07188418 ... -0.01585278 -0.06712835
  0.06444976]","[ 0.00723239 -0.01229644 -0.0760293  ... -0.01585278 -0.06712835
  0.06444976]",0,12,DBSCAN_0_AGG_12
2321,Doctor,Medical professional who could direct the use of the stimulant.,"[-0.01291415 -0.01467306 -0.0191475  ... -0.00384377  0.00908773
  0.03237023]","[ 0.00656992  0.00411361  0.00196784 ... -0.04853994 -0.0331043
  0.01521235]","[-0.01291415 -0.01467306 -0.0191475  ... -0.04853994 -0.0331043
  0.01521235]",0,21,DBSCAN_0_AGG_21
2322,Respondent,Individual who is providing information on their substance use.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.01483078 -0.03101674 -0.01448057 ... -0.03188466 -0.07345349
  0.06973818]","[-0.00286051  0.01264529 -0.00938681 ... -0.03188466 -0.07345349
  0.06973818]",0,17,DBSCAN_0_AGG_17
2323,StimulantUsageDays,Number of days a stimulant was used in a manner not directed by a doctor in the past 30 days.,"[-0.0019182  -0.01748786  0.023288   ... -0.00586572 -0.04033867
  0.00953817]","[ 0.00053944  0.00417565 -0.01617042 ... -0.0472149  -0.05461099
  0.04915262]","[-0.0019182  -0.01748786  0.023288   ... -0.0472149  -0.05461099
  0.04915262]",0,12,DBSCAN_0_AGG_12
2324,SurveyRespondent,The individual responding to the survey.,"[-0.00230483  0.00949373 -0.02934157 ... -0.02026319  0.01685138
 -0.00813643]","[-0.00601275 -0.00802918  0.01702273 ... -0.03188292 -0.00170136
  0.01912683]","[-0.00230483  0.00949373 -0.02934157 ... -0.03188292 -0.00170136
  0.01912683]",0,17,DBSCAN_0_AGG_17
2325,Stimulant,[STNAMEFILL] The name of the specific stimulant used.,"[ 0.00723239 -0.01229644 -0.0760293  ... -0.01099268 -0.04778593
  0.01206313]","[ 0.00068208 -0.00560355 -0.03108023 ... -0.03187339 -0.0251462
  0.0202844 ]","[ 0.00723239 -0.01229644 -0.0760293  ... -0.03187339 -0.0251462
  0.0202844 ]",0,12,DBSCAN_0_AGG_12
2326,StimulantUse,Estimate of the number of days used stimulant not directed by a doctor in the past 30 days.,"[ 0.02600673 -0.02505632 -0.01882104 ... -0.00173432 -0.05394308
  0.00300784]","[ 0.01255103  0.01835883 -0.00716721 ... -0.04010947 -0.04651622
  0.03717529]","[ 0.02600673 -0.02505632 -0.01882104 ... -0.04010947 -0.04651622
  0.03717529]",0,12,DBSCAN_0_AGG_12
2327,DrugName,The specific type of stimulant used (STNAMEFILL).,"[-0.02632192 -0.01063378 -0.02247164 ...  0.0150931  -0.00750455
  0.03326643]","[ 0.01099984  0.0050365  -0.01171832 ... -0.04825273 -0.03258999
  0.02507475]","[-0.02632192 -0.01063378 -0.02247164 ... -0.04825273 -0.03258999
  0.02507475]",0,38,DBSCAN_0_AGG_38
2328,UsageDays,Number of days the stimulant was used in an undesired manner (STNUMFILL).,"[-0.03138321  0.01169123  0.04558172 ... -0.0402291  -0.02426987
  0.03284813]","[-0.02260668  0.01018598 -0.01695501 ... -0.05697807 -0.01943483
  0.03762975]","[-0.03138321  0.01169123  0.04558172 ... -0.05697807 -0.01943483
  0.03762975]",0,8,DBSCAN_0_AGG_8
2329,SubstanceUse,Usage of stimulant drugs not directed by a doctor while consuming alcohol in the past 30 days.,"[-0.05152125  0.01472578 -0.01722438 ... -0.01237148 -0.09149882
  0.04012946]","[-0.00985775  0.01922129 -0.00694584 ... -0.03336676 -0.02716893
  0.03964474]","[-0.05152125  0.01472578 -0.01722438 ... -0.03336676 -0.02716893
  0.03964474]",0,31,DBSCAN_0_AGG_31
