id,relation_name,relation_description,relation_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
2210,isDefinedBy,The definition of binge alcohol consumption based on the number of drinks.,"[-0.05673343 -0.0068915   0.06150818 ...  0.01161063 -0.05157315
  0.02786255]","[-0.00034999  0.01116446 -0.01194762 ... -0.00882087 -0.00309731
  0.04253801]","[-0.05673343 -0.0068915   0.06150818 ... -0.00882087 -0.00309731
  0.04253801]",0,36,DBSCAN_0_AGG_36
2211,hasGenderSpecificDefinition,The criteria for binge drinking differs based on gender.,"[ 0.02357621  0.03230298  0.0431843  ...  0.01211361 -0.00468889
  0.02450624]",[0.01528262 0.03701714 0.00306059 ... 0.0140874  0.00513772 0.02073656],[0.02357621 0.03230298 0.0431843  ... 0.0140874  0.00513772 0.02073656],0,36,DBSCAN_0_AGG_36
2212,occursAt,Defines an occasion as an event of drinking at the same time or within a couple hours.,"[-0.03948963  0.01467704  0.06807972 ...  0.02422687 -0.01444784
 -0.00495318]","[-0.03996395 -0.00720249 -0.00425416 ... -0.00915444 -0.01188172
  0.01522112]","[-0.03948963  0.01467704  0.06807972 ... -0.00915444 -0.01188172
  0.01522112]",0,35,DBSCAN_0_AGG_35
2213,wasComparableBefore2015,"The definition of binge drinking has changed since 2015, making it comparable to earlier versions only among males.","[-0.03205723 -0.01042674 -0.01574741 ... -0.00319314  0.01040454
  0.00919092]","[ 0.02228083  0.0174583  -0.01834305 ... -0.01174479 -0.00088631
  0.01029928]","[-0.03205723 -0.01042674 -0.01574741 ... -0.01174479 -0.00088631
  0.01029928]",0,4,DBSCAN_0_AGG_4
2214,relatedTo,Relates the frequency of sedatives misuse to the binge alcohol frequency.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[-0.01844404  0.01872532  0.01319345 ...  0.01897981 -0.03844182
  0.00955688]","[-0.02368136 -0.00865122  0.02264102 ...  0.01897981 -0.03844182
  0.00955688]",0,14,DBSCAN_0_AGG_14
2215,definedFor,Defines binge alcohol frequency for male respondents.,"[-0.01309709  0.01200189  0.04411015 ...  0.01250039 -0.01634492
 -0.00722832]","[-0.02584656  0.05643057  0.0137543  ...  0.00113201 -0.0076231
  0.04501882]","[-0.01309709  0.01200189  0.04411015 ...  0.00113201 -0.0076231
  0.04501882]",0,36,DBSCAN_0_AGG_36
2216,definedFor,Defines binge alcohol frequency for female respondents.,"[-0.01309709  0.01200189  0.04411015 ...  0.01250039 -0.01634492
 -0.00722832]","[-0.01657818  0.04249291  0.01887999 ...  0.00385359  0.00228241
  0.03742376]","[-0.01309709  0.01200189  0.04411015 ...  0.00385359  0.00228241
  0.03742376]",0,36,DBSCAN_0_AGG_36
2217,hasDefinition,Defines an 'occasion' as the same time or within a couple of hours of each other.,"[-0.04445958 -0.0290174   0.03236055 ...  0.02561636 -0.01267069
 -0.00052282]","[-0.03324398 -0.02207857 -0.00525744 ... -0.00364104 -0.0156661
  0.00458366]","[-0.04445958 -0.0290174   0.03236055 ... -0.00364104 -0.0156661
  0.00458366]",0,36,DBSCAN_0_AGG_36
2218,hasSurveyPeriod,Relates the frequency measurement to the past month.,"[-0.01066773  0.01933253  0.05045037 ... -0.01004363  0.00912925
 -0.00502544]","[-4.72057089e-02  3.04036774e-02  1.74085572e-02 ... -3.22877765e-02
 -2.01133207e-05  1.76408440e-02]","[-1.06677273e-02  1.93325337e-02  5.04503697e-02 ... -3.22877765e-02
 -2.01133207e-05  1.76408440e-02]",0,13,DBSCAN_0_AGG_13
2219,hasSurveyPeriod,Relates binge alcohol frequency to the past month.,"[-0.01067458  0.01937534  0.05050651 ... -0.01003599  0.00915793
 -0.00502525]","[-0.03375089  0.03502078 -0.00950302 ... -0.01315043 -0.0117465
  0.02851612]","[-0.01067458  0.01937534  0.05050651 ... -0.01315043 -0.0117465
  0.02851612]",0,13,DBSCAN_0_AGG_13
2220,hasDefinitionRevision,Highlights the change in the definition of binge alcohol frequency before and after 2015.,"[-0.01551379  0.01939224  0.06672096 ...  0.01889649 -0.01299134
 -0.00352304]","[-0.02765617  0.00253849 -0.01747549 ... -0.00254517 -0.00188884
  0.02300673]","[-0.01551379  0.01939224  0.06672096 ... -0.00254517 -0.00188884
  0.02300673]",0,36,DBSCAN_0_AGG_36
2221,isComparableTo,Indicates the comparability of binge alcohol frequency for males between the current and previous definitions used from 2002-2014.,"[-0.03587292 -0.02901364 -0.03598356 ...  0.01685778 -0.02299794
  0.02295646]","[-0.032206    0.00049075  0.0131746  ...  0.0078906  -0.02511347
  0.02764928]","[-0.03587292 -0.02901364 -0.03598356 ...  0.0078906  -0.02511347
  0.02764928]",0,4,DBSCAN_0_AGG_4
2222,hasFrequency,Links a survey respondent to their reported frequency of binge drinking in the past month.,"[-0.06457784 -0.00980745  0.02644878 ... -0.00606182  0.01161912
  0.00624528]","[-0.03116842  0.0217628  -0.00458475 ... -0.01723708 -0.00888746
  0.02668205]","[-0.06457784 -0.00980745  0.02644878 ... -0.01723708 -0.00888746
  0.02668205]",0,41,DBSCAN_0_AGG_41
2223,reports,The respondent reports the age of first use of cigarettes.,"[ 0.01841879  0.03728544  0.06310534 ... -0.01726551 -0.00583915
 -0.00873913]","[ 0.02996273 -0.00153839  0.01605946 ... -0.03589927 -0.01955978
  0.0296547 ]","[ 0.01841879  0.03728544  0.06310534 ... -0.03589927 -0.01955978
  0.0296547 ]",20,34,DBSCAN_20_AGG_34
2224,affects,The definition of binge drinking frequency is affected by the respondent's gender.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[ 0.00202007  0.02824697  0.01058695 ... -0.00556791  0.00916102
  0.0316194 ]","[ 0.00995557 -0.00115468  0.06307462 ... -0.00556791  0.00916102
  0.0316194 ]",0,36,DBSCAN_0_AGG_36
2225,includes,"The survey includes questions related to the first use of substances, such as cigarettes.","[ 0.00278487  0.02540654  0.08001262 ... -0.02709676 -0.00089835
 -0.0252069 ]","[ 0.03308331 -0.00179035  0.02141779 ... -0.03366791 -0.04963825
  0.03720212]","[ 0.00278487  0.02540654  0.08001262 ... -0.03366791 -0.04963825
  0.03720212]",0,11,DBSCAN_0_AGG_11
2226,hasDefinition,"Defines binge drinking based on the number of drinks consumed in a specific timeframe, varying by gender.","[-0.04445958 -0.0290174   0.03236055 ...  0.02561636 -0.01267069
 -0.00052282]","[-0.01640473  0.01606398  0.01309457 ... -0.02040855 -0.01663595
  0.03684979]","[-0.04445958 -0.0290174   0.03236055 ... -0.02040855 -0.01663595
  0.03684979]",0,36,DBSCAN_0_AGG_36
2227,hasFirstUseAge,Relates to the age of first daily cigarette use.,"[-0.01241753  0.00948486  0.03772337 ...  0.00440672 -0.03110171
  0.01101294]","[ 0.03225126 -0.02895219 -0.01552838 ... -0.02814164 -0.03691546
  0.03998701]","[-0.01241753  0.00948486  0.03772337 ... -0.02814164 -0.03691546
  0.03998701]",0,0,DBSCAN_0_AGG_0
2228,definesAlcoholFrequency,Defines 'binge' alcohol use frequency in the past month.,"[-0.06261905  0.00471106  0.03991232 ...  0.01040968 -0.00065426
  0.03329929]","[-0.02948773  0.05855457 -0.01130451 ... -0.01402048 -0.00889104
  0.05129444]","[-0.06261905  0.00471106  0.03991232 ... -0.01402048 -0.00889104
  0.05129444]",0,36,DBSCAN_0_AGG_36
2229,hasGenderSpecificDefinition,Differentiates 'binge' alcohol use definition based on gender.,"[ 0.02355811  0.03229941  0.04314854 ...  0.01214328 -0.00467675
  0.02451904]","[-0.00780967  0.03292654 -0.01060267 ...  0.00890142 -0.00815126
  0.03745428]","[ 0.02355811  0.03229941  0.04314854 ...  0.00890142 -0.00815126
  0.03745428]",0,36,DBSCAN_0_AGG_36
2230,occurredInTimePeriod,'Binge' alcohol use occurrence in the past month.,"[-0.05465288  0.00776241  0.05223486 ... -0.00669766 -0.00067105
  0.02176224]","[-0.0274444   0.06281142 -0.03547059 ... -0.02822112 -0.01260889
  0.03218244]","[-0.05465288  0.00776241  0.05223486 ... -0.02822112 -0.01260889
  0.03218244]",0,13,DBSCAN_0_AGG_13
2231,isMeasuredBy,Indicates whether the age of first daily use of cigarettes has been imputed.,"[-0.01763924  0.00193262  0.03433407 ... -0.02734235 -0.02223946
  0.01901017]","[ 0.04199296  0.00851744 -0.01402953 ... -0.02909727 -0.04355028
  0.03376923]","[-0.01763924  0.00193262  0.03433407 ... -0.02909727 -0.04355028
  0.03376923]",0,19,DBSCAN_0_AGG_19
2232,relatesTo,Binge alcohol frequency is defined according to criteria for males and females.,"[-0.06072039 -0.00795184  0.06623489 ...  0.04822899 -0.00083641
  0.01925504]","[ 0.00667016  0.03430717  0.02205113 ...  0.00670671 -0.02334252
  0.02071101]","[-0.06072039 -0.00795184  0.06623489 ...  0.00670671 -0.02334252
  0.02071101]",0,14,DBSCAN_0_AGG_14
2233,involves,Age of first use specifically involves the substance category of cigarettes.,"[-0.02129262  0.03105048  0.08872426 ... -0.00205359 -0.026804
  0.01895856]","[ 0.02178942  0.01239154 -0.00089622 ... -0.01529634 -0.04956615
  0.02952645]","[-0.02129262  0.03105048  0.08872426 ... -0.01529634 -0.04956615
  0.02952645]",0,11,DBSCAN_0_AGG_11
2234,hasBingeAlcoholFrequency,Relates daily cigarette usage with the frequency of binge alcohol consumption.,"[-0.04051623  0.00567819  0.00957455 ... -0.0075857  -0.00909397
  0.02879018]","[-0.00153929 -0.00844863 -0.00223836 ... -0.01899614 -0.04572358
  0.04383725]","[-0.04051623  0.00567819  0.00957455 ... -0.01899614 -0.04572358
  0.04383725]",0,36,DBSCAN_0_AGG_36
2235,affects,Indicates that the definition of binge alcohol frequency is affected by the sex of the individual.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[ 0.00384688  0.02458844  0.01916529 ...  0.01817807 -0.02108709
  0.03446067]","[ 0.00995557 -0.00115468  0.06307462 ...  0.01817807 -0.02108709
  0.03446067]",0,36,DBSCAN_0_AGG_36
2236,isMeasuredBy,Shows that binge alcohol frequency is a measure of alcohol consumption.,"[-0.01763924  0.00193262  0.03433407 ... -0.02734235 -0.02223946
  0.01901017]","[-0.01876124  0.02279539 -0.00757011 ... -0.00334458 -0.01051067
  0.02527421]","[-0.01763924  0.00193262  0.03433407 ... -0.00334458 -0.01051067
  0.02527421]",0,19,DBSCAN_0_AGG_19
2237,hasFirstUseYear,Links the habit of daily cigarette use to the year the habit first started.,"[-0.04128561  0.01863545  0.05135235 ... -0.01437356 -0.02357894
  0.00808185]","[ 3.78332310e-03 -1.82573237e-02  4.51942724e-05 ... -4.15185057e-02
 -4.90919165e-02  3.37828100e-02]","[-0.04128561  0.01863545  0.05135235 ... -0.04151851 -0.04909192
  0.03378281]",0,0,DBSCAN_0_AGG_0
2238,definesBingeAlcoholUse,Defines how often the respondent engaged in binge alcohol use in the past month.,"[-0.02832855  0.02904889 -0.00105111 ...  0.0029365  -0.02033128
  0.02841675]","[-0.01440526  0.05209246  0.01987425 ... -0.04570601 -0.0092401
  0.05380822]","[-0.02832855  0.02904889 -0.00105111 ... -0.04570601 -0.0092401
  0.05380822]",0,36,DBSCAN_0_AGG_36
2239,isDefinedByGender,Indicates that the definition of binge alcohol use is dependent on the respondent's sex.,"[-0.02125051  0.01572341  0.05799941 ...  0.01281922 -0.0453138
  0.0149077 ]","[ 0.01946543  0.04045964  0.01139986 ...  0.01537993 -0.02266794
  0.02303695]","[-0.02125051  0.01572341  0.05799941 ...  0.01537993 -0.02266794
  0.02303695]",0,36,DBSCAN_0_AGG_36
2240,isWithinSurveyPeriod,"Relates the frequency of alcohol use to the survey period, which is the past month.","[-3.60719152e-02  2.64949426e-02  6.20684773e-02 ... -1.26211289e-02
 -6.90323213e-05  5.78187779e-03]","[-0.03737224  0.02204938  0.01948747 ... -0.01976673 -0.03040289
  0.02812024]","[-0.03607192  0.02649494  0.06206848 ... -0.01976673 -0.03040289
  0.02812024]",0,13,DBSCAN_0_AGG_13
2241,isCountedAsOccasion,Denotes the conditions under which a drinking instance is counted as 'binge' drinking.,"[ 0.01075073  0.00781666 -0.02767052 ... -0.0165662  -0.0288291
  0.04213021]","[-0.00867009  0.0367989   0.02957262 ... -0.00793005  0.00532539
  0.03752443]","[ 0.01075073  0.00781666 -0.02767052 ... -0.00793005  0.00532539
  0.03752443]",0,36,DBSCAN_0_AGG_36
2242,hasFirstUse,Relates the substance use to the age of first use.,"[-0.03191805  0.01227987  0.02930497 ... -0.00046515 -0.05495484
  0.00128149]","[-0.00894469  0.00804477 -0.02255262 ... -0.00448257 -0.05650425
  0.0390512 ]","[-0.03191805  0.01227987  0.02930497 ... -0.00448257 -0.05650425
  0.0390512 ]",0,0,DBSCAN_0_AGG_0
2243,hasBingeFrequency,Relates alcohol use to frequency of binge drinking.,"[-0.03380585 -0.00542689  0.00026288 ... -0.01612315 -0.00653748
  0.01579234]","[-0.04432184  0.01559564  0.0171936  ...  0.00318044 -0.03359441
  0.02702913]","[-0.03380585 -0.00542689  0.00026288 ...  0.00318044 -0.03359441
  0.02702913]",0,36,DBSCAN_0_AGG_36
2244,hasTimePeriod,Defines the time period of binge drinking as the past month.,"[-5.19248545e-02 -3.63815599e-03  7.48811066e-02 ...  1.77364368e-02
  5.47431468e-04  9.43166306e-05]","[-0.00408779  0.01570944  0.01749881 ... -0.01102006  0.01116197
  0.0313942 ]","[-0.05192485 -0.00363816  0.07488111 ... -0.01102006  0.01116197
  0.0313942 ]",0,13,DBSCAN_0_AGG_13
2245,influencedBy,Binge drinking definition varies by gender.,"[-0.00757982 -0.0166201   0.02012522 ... -0.04308375  0.00337915
  0.0112675 ]","[ 0.01669757  0.03280384  0.00905576 ... -0.00020988  0.001708
  0.02131221]","[-0.00757982 -0.0166201   0.02012522 ... -0.00020988  0.001708
  0.02131221]",0,36,DBSCAN_0_AGG_36
2246,definedBy,Binge alcohol frequency is defined differently based on the respondent's sex.,"[-0.01322174  0.00708889  0.06798539 ...  0.0184552  -0.02317169
 -0.00584249]","[-0.00294096  0.02854953  0.01435385 ...  0.00474178 -0.0038389
  0.03142293]","[-0.01322174  0.00708889  0.06798539 ...  0.00474178 -0.0038389
  0.03142293]",0,36,DBSCAN_0_AGG_36
2247,occursOn,Binge alcohol frequency is measured based on drinking five or more drinks on the same occasion.,"[ 0.00063421  0.03651029  0.05007417 ...  0.00746183 -0.0326179
 -0.00497172]","[-0.02510326  0.03515896 -0.01429158 ...  0.00138221 -0.00903573
  0.0235553 ]","[ 0.00063421  0.03651029  0.05007417 ...  0.00138221 -0.00903573
  0.0235553 ]",0,35,DBSCAN_0_AGG_35
2248,reportedIn,Binge alcohol frequency is reported for the past month.,"[-0.03783907  0.02722415  0.02314989 ... -0.01501699  0.00378547
  0.01109884]","[-0.02355517  0.05201216 -0.00747857 ... -0.01763326 -0.00337331
  0.02962282]","[-0.03783907  0.02722415  0.02314989 ... -0.01763326 -0.00337331
  0.02962282]",0,34,DBSCAN_0_AGG_34
2249,hasSurveyPeriod,Relates the survey to the time period of the past 30 days.,"[-0.01066773  0.01933253  0.05045037 ... -0.01004363  0.00912925
 -0.00502544]","[-0.02616623  0.04178378  0.01868625 ... -0.02257694  0.00839785
  0.01071309]","[-0.01066773  0.01933253  0.05045037 ... -0.02257694  0.00839785
  0.01071309]",0,13,DBSCAN_0_AGG_13
2250,definesBingeForSex,Defines binge alcohol use differently for males and females.,"[ 0.00074328  0.02579212 -0.00700643 ...  0.01818578 -0.04449103
  0.00911553]","[ 0.02762021  0.03058341  0.0071905  ... -0.00262847 -0.03542238
  0.03025718]","[ 0.00074328  0.02579212 -0.00700643 ... -0.00262847 -0.03542238
  0.03025718]",0,36,DBSCAN_0_AGG_36
2251,hasFirstUseYear,Relates cigar use to the year of first use.,"[-0.04128561  0.01863545  0.05135235 ... -0.01437356 -0.02357894
  0.00808185]","[-0.00314749 -0.00727658 -0.00112467 ... -0.03764268 -0.02530707
  0.00859201]","[-0.04128561  0.01863545  0.05135235 ... -0.03764268 -0.02530707
  0.00859201]",0,0,DBSCAN_0_AGG_0
2252,hasFirstUseYearIndicator,Relates cigar use to the year of first use as an imputation indicator.,"[-0.01714849  0.04035808  0.03429698 ... -0.00722897 -0.02879763
 -0.00682983]","[-0.00046358  0.00701937  0.00280066 ... -0.03683791 -0.02700607
  0.01519682]","[-0.01714849  0.04035808  0.03429698 ... -0.03683791 -0.02700607
  0.01519682]",0,0,DBSCAN_0_AGG_0
2253,hasBingeDrinkingFrequency,Indicates the number of days in the past month a respondent has engaged in binge drinking.,"[-0.05010448  0.01513271  0.04109726 ... -0.01869505 -0.00846418
  0.02206914]","[-0.0069129   0.05200651  0.03291616 ... -0.03718402 -0.00016292
  0.04048074]","[-0.05010448  0.01513271  0.04109726 ... -0.03718402 -0.00016292
  0.04048074]",0,36,DBSCAN_0_AGG_36
2254,isAffectedBy,Binge drinking definitions vary based on respondent's sex.,"[-0.0411239   0.01961015  0.05076279 ...  0.00656064 -0.02294901
  0.03369078]",[0.00871554 0.03051414 0.03311774 ... 0.00311618 0.00432848 0.01862873],"[-0.0411239   0.01961015  0.05076279 ...  0.00311618  0.00432848
  0.01862873]",0,36,DBSCAN_0_AGG_36
2255,isMeasuredOver,The binge drinking frequency is measured over the past month.,"[-0.00974518 -0.01171647  0.01468136 ... -0.02200217 -0.00539324
  0.00554426]","[-0.01929902  0.04260231  0.0008593  ... -0.02291046  0.00247415
  0.02283443]","[-0.00974518 -0.01171647  0.01468136 ... -0.02291046  0.00247415
  0.02283443]",0,19,DBSCAN_0_AGG_19
2256,isDefinedAs,The frequency of binge drinking defined over the time period of the past month.,"[-0.05248234 -0.02096834  0.03563388 ...  0.0101306  -0.04033792
  0.0454724 ]","[-0.01350879  0.02958726  0.0075229  ... -0.02270678 -0.00056587
  0.03575928]","[-0.05248234 -0.02096834  0.03563388 ... -0.02270678 -0.00056587
  0.03575928]",0,36,DBSCAN_0_AGG_36
2257,isMeasuredBy,Binge alcohol use is measured by the frequency of events in the past month.,"[-0.01763924  0.00193262  0.03433407 ... -0.02734235 -0.02223946
  0.01901017]","[-0.01300133  0.04596941 -0.00125396 ... -0.02501277 -0.02146366
  0.03710871]","[-0.01763924  0.00193262  0.03433407 ... -0.02501277 -0.02146366
  0.03710871]",0,19,DBSCAN_0_AGG_19
2258,isSpecificTo,The frequency where males are defined as drinking five or more drinks on the same occasion.,"[-0.04195795  0.02316875  0.01577251 ...  0.02820677 -0.03883408
  0.01869732]","[-0.00223435  0.0149082   0.00679694 ...  0.00823018 -0.00514151
  0.03712654]","[-0.04195795  0.02316875  0.01577251 ...  0.00823018 -0.00514151
  0.03712654]",0,36,DBSCAN_0_AGG_36
2259,isSpecificTo,The frequency where females are defined as drinking four or more drinks on the same occasion.,"[-0.04195795  0.02316875  0.01577251 ...  0.02820677 -0.03883408
  0.01869732]","[ 0.01499433 -0.01254876  0.03024541 ...  0.00340197  0.00122038
  0.04988695]","[-0.04195795  0.02316875  0.01577251 ...  0.00340197  0.00122038
  0.04988695]",0,36,DBSCAN_0_AGG_36
2260,hasAgeOfFirstUse,Relates the use of smokeless tobacco to the age at which it was first used.,"[-0.01507133 -0.02028146  0.01816945 ... -0.00074347 -0.04866929
  0.02405511]","[ 0.04764463  0.00429971 -0.01537597 ...  0.00197244 -0.01835376
  0.04458335]","[-0.01507133 -0.02028146  0.01816945 ...  0.00197244 -0.01835376
  0.04458335]",0,0,DBSCAN_0_AGG_0
2261,usesImputation,Indicates that the response uses imputation for missing data.,"[-0.01925875  0.00306425  0.00739072 ... -0.00514413 -0.03753312
  0.01898884]","[-0.01278592  0.04014673  0.02999166 ... -0.00974729  0.00143957
 -0.00655739]","[-0.01925875  0.00306425  0.00739072 ... -0.00974729  0.00143957
 -0.00655739]",0,1,DBSCAN_0_AGG_1
2262,hasImputationIndicator,Indicates if the data regarding the year of first smokeless tobacco use has been imputed.,"[ 0.008736    0.01025289  0.01095971 ...  0.00958577 -0.03090956
  0.00221775]","[ 0.01198662  0.0190767  -0.00876707 ... -0.02207689 -0.02383172
  0.02612432]","[ 0.008736    0.01025289  0.01095971 ... -0.02207689 -0.02383172
  0.02612432]",0,1,DBSCAN_0_AGG_1
